study_id,reference,title,year,intervention_category,intervention_technique,type_experiment,environmental_context,control_group_scenario_prompt,intervention_group_scenario_prompt,response_instruction,response_options,n_study,n_comparison,n_control,n_intervention,binary_outcome,mean_control,sd_control,mean_intervention,sd_intervention,cohens_d,variance_d,ci_lower,ci_upper,gpt35_llm_mean_control,gpt35_llm_mean_intervention,gpt35_llm_std_control,gpt35_llm_std_intervention,gpt35_llm_cohens_d,gpt35_llm_p_value,gpt35_llm_variance_d,gpt35_llm_ci_lower,gpt35_llm_ci_upper,gpt4o_llm_mean_control,gpt4o_llm_mean_intervention,gpt4o_llm_std_control,gpt4o_llm_std_intervention,gpt4o_llm_cohens_d,gpt4o_llm_p_value,gpt4o_llm_variance_d,gpt4o_llm_ci_lower,gpt4o_llm_ci_upper,claude3_llm_mean_control,claude3_llm_mean_intervention,claude3_llm_std_control,claude3_llm_std_intervention,claude3_llm_cohens_d,claude3_llm_p_value,claude3_llm_variance_d,claude3_llm_ci_lower,claude3_llm_ci_upper,deepseekv3_llm_mean_control,deepseekv3_llm_mean_intervention,deepseekv3_llm_std_control,deepseekv3_llm_std_intervention,deepseekv3_llm_cohens_d,deepseekv3_llm_p_value,deepseekv3_llm_variance_d,deepseekv3_llm_ci_lower,deepseekv3_llm_ci_upper
Gong_1,Gong et al. (2017),Testing the scenario hypothesis: An experimental comparison of scenarios and forecasts for decision support in a complex decision environment,2017,information,translation,conventional_lab,Other,"You are asked to recommend a management strategy for your community’s fishery that balances economic (profit) and environmental (fish population) objectives under uncertainty. Using a decision support tool, you explore various strategies and see their projected results, including the expected (mean) outcome and probable range (standard deviation) for both profit and fish population. You can also choose to view extreme cases (5th–95th percentile). Please use this information to select the best fishery management strategy for your community.","You are asked to recommend a management strategy for your community’s fishery that balances economic (profit) and environmental (fish population) objectives under uncertainty. Using a decision support tool, you explore various strategies and see their projected outcomes under three distinct future scenarios: 1. Resilient Fishery & Economy 2. Resilient Fishery & Vulnerable Economy 3. Vulnerable Fishery & Economy (worst case) Each scenario represents a possible future without indicating their likelihood. Please use this scenario information to select the best fishery management strategy for your community.",Which would you prefer?,"1 = A reliable strategy with moderate returns and low variability  
0 = A strategy with the potential for significantly higher long-term returns, though outcomes may vary more depending on conditions
",175,175,88,87,1,0.08,,0.25,,0.4737,0.0235,0.1732432106170474,0.7741567893829526,0.3636363636363636,0.9885057471264368,0.483802424331383,0.1072112534837793,1.6321875401754102,4.8041788013391295e-18,0.0304694211409248,1.2900661777859068,1.9743089025649136,0.8295454545454546,0.9655172413793104,0.3781865655597857,0.1835233881596672,0.4776280807817006,0.0066925227940973,0.023509685190203,0.1771093832841114,0.7781467782792898,0.8522727272727273,0.5287356321839081,0.3568628548597952,0.5020673646029037,-0.7242794805046222,7.849100969734015e-06,0.0243566914254282,-1.0301638166827545,-0.4183951443264903,0.9318181818181818,1.0,0.2535021161332041,0.0,0.5283572642902503,0.0391173052508214,0.023655493233566,0.2269080925548602,0.8298064360256403
Handgraaf_1,Handgraaf et al. (2013),Public praise vs. private pay: Effects of rewards on energy conservation in the workplace,2013,information,visibility,framed_field,Green transportation,"You go about your usual work routine in your office. This week, you did not receive any feedback or information about your energy use at work, nor did you receive any rewards or public recognition.","You carry out your usual work routine in your office. Each week, you receive a “Personal Energy Saving Report” showing how much energy you have saved compared to your baseline usage. Additionally, your energy saving performance is publicly recognized: your name, a score from 5.0 to 10.0 based on your savings, and a positive comment (e.g., “Excellent!”) are displayed in a table visible to all your colleagues. Knowing that your efforts are acknowledged and compared publicly,",how much energy did you save this week compared to last week?,"Enter the amount of energy you saved compared to last week (0–100, number only):
“__”",32,32,16,16,0,0.43,4.27,3.74,6.05,0.6321,0.1312,-0.0778291494755439,1.342029149475544,16.375,63.5625,18.08083700127477,20.76204469699456,2.423892373769389,1.448437167020006e-07,0.2168008474940219,1.5112963361164349,3.3364884114223434,15.9375,26.375,8.797490172391973,14.33817747600208,0.8774739953584771,0.0201783295116236,0.137030634570787,0.1519414048587373,1.603006585858217,19.25,85.1875,21.53292053267895,6.177580432499442,4.162646441319319,9.88496917624737e-10,0.3957441468035687,2.929668402797692,5.395624479840947,40.9375,59.6875,9.168560410446124,9.911062842433534,1.963961012123932,4.960508626221273e-06,0.1852678571428571,1.120338558645761,2.807583465602101
Hedlin_1,Hedlin & Sunstein (2016),Does active choosing promote green energy use? Experimental evidence,2016,structure,default,artefactual_field,Energy conservation,"Assume that the government in your state has decided to offer all households the option of enrolling in a new 'green' energy program, which means that you would get energy from a new provider that is more environmentally friendly than your current one. If you wish to join the program you can choose to opt in, or else you will keep your current energy provider. ","Assume that the government in your state let you to choose between two types of energy providers. You can choose either a new 'green' energy provider, which means that you will get energy from a new provider that is more environmentally friendly than your previous one, or some other, less environmentally friendly energy provider, including the one that you used to have.",Will you join the green energy program or keep your current energy provider?,"Join the green energy program (1), Keep your current energy provider (0)",1037,1037,345,346,1,0.69,,0.82,,0.3047,0.0059,0.1541523097417455,0.4552476902582545,0.6927536231884058,0.7687861271676301,0.4620224878058291,0.4222194297749114,0.17179781557686,0.0302084306352726,0.0058100804949822,0.0224017481373441,0.3211938830163759,0.4463768115942029,0.7109826589595376,0.4978382659013045,0.4539624765695931,0.5430650258184055,3.242469885747291e-12,0.0060021247300257,0.3912199897221806,0.6949100619146305,0.2,0.5924855491329479,0.4005809734361696,0.4920835984936995,0.8295435618220416,1.215244900913059e-25,0.0062866564946373,0.6741410777878448,0.9849460458562384,0.2869565217391304,0.1820809248554913,0.4529981016305587,0.3864700964643579,-0.2489309466609487,0.0015567496803157,0.0058335624969855,-0.3986286090011318,-0.0992332843207656
Hedlin_2,Hedlin & Sunstein (2016),Does active choosing promote green energy use? Experimental evidence,2016,structure,default,artefactual_field,Energy conservation,"Assume that the government in your state has decided to offer all households the option of enrolling in a new 'green' energy program, which means that you would get energy from a new provider that is more environmentally friendly than your current one. If you wish to join the program you can choose to opt in, or else you will keep your current energy provider. ","Assume that the government in your state has decided to automatically enroll all households in a new 'green' energy program, which means that you now get energy from a new provider that is more environmentally friendly than your previous one. If you do not wish to stay in the program you can choose to opt out and then choose any energy provider that you wish. ",Will you join the green energy program or keep your current energy provider?,"Join the green energy program (1), Keep your current energy provider (0)",1037,1037,345,346,1,0.69,,0.76,,0.1571,0.0058,0.0078335899807799,0.30636641001922,0.6405797101449275,0.8786127167630058,0.4805274598848693,0.3270497639926837,0.5740525843633459,4.690620861721456e-13,0.0060271730276719,0.4218910353734637,0.7262141333532282,0.463768115942029,0.9479768786127168,0.4994098303313763,0.2223952859931332,1.1831012989205454,7.430351287195591e-44,0.0068015524154384,1.0214600804127048,1.344742517428386,0.217391304347826,0.6878612716763006,0.4130700858866429,0.4640371591225145,0.9858730722282054,5.13005312394921e-35,0.0064920133640905,0.8279528328617778,1.143793311594633,0.2492753623188406,0.8497109826589595,0.4332218362690077,0.3578720162222428,1.2998614715485222,3.8611777488461843e-56,0.0070113289434477,1.1357464770641812,1.4639764660328631
Hershfield_1,Hershfield et al. (2014),National differences in environmental concern and performance are predicted by country age,2014,information,translation,artefactual_field,Green transportation,"You are an American. You are shown a timeline that depicts the beginning of the Roman Empire (27 BC) on the left and “Now” on the right. On this timeline, the founding of the United States is marked near the right end, suggesting that the U.S. has a relatively short, recent history. After viewing this timeline, you are asked to consider how national issues involve trade-offs between short-term and long-term priorities.","You are an American. You are shown a timeline that begins with Christopher Columbus sailing from Spain (1492) on the left and ends with “Now” on the right. On this timeline, the founding of the United States is marked near the left end, suggesting that the U.S. has a long, established history. After viewing this timeline, you are asked to consider how national issues involve trade-offs between short-term and long-term priorities. Reflecting on this deep history, consider the responsibility to protect the environment and preserve this land for future generations. National issues often require balancing short-term gains with long-term stewardship and care.","After viewing the timeline and considering short-term vs. long-term national priorities, you are told that you could win a $50 bonus. You are then given the option to donate any amount of this potential bonus to an environmental organization, Environment America. How much of your potential $50 bonus would you like to donate to Environment America?",Any whole dollar amount from $0 to $50.,308,308,157,151,0,9.84,12.72,13.13,13.83,0.2478,0.0131,0.0234718685695147,0.4721281314304852,11.687898089171975,14.403973509933774,4.181542935673495,4.827944777296743,0.6022343071069877,2.646717426399268e-07,0.0135807195427159,0.3738272693898034,0.830641344824172,12.547770700636942,14.933774834437086,4.06745346509023,5.195727570702917,0.5125870445316101,1.1019552771637388e-05,0.0134184781751266,0.2855484325156536,0.7396256565475665,12.40127388535032,15.14569536423841,2.9674729657927963,3.2972662434070594,0.8758391909073774,2.4510222189964e-13,0.0142372262434832,0.6419765852277891,1.1097017965869655,10.757961783439493,12.019867549668874,3.04117317503976,3.325598088916736,0.3963553608304843,0.0005937695170197,0.0132469718339536,0.1707723455145525,0.6219383761464161
Hilton_1,Hilton et al. (2014),A tax can nudge: The impact of an environmentally motivated bonus/malus fiscal system on transport preferences,2014,assistance,reminder,conventional_lab,Green transportation,"You are planning a trip from Toulouse to Paris for a job interview. You are presented with detailed travel options for both the train and the plane, including prices, schedules, and journey times. The train is significantly slower but cheaper, taking twice as long as the plane. The plane is much faster, saving you several hours, though it costs more.","You are planning a trip from Toulouse to Paris for a job interview. You are presented with detailed travel options for both the train and the plane, including prices, schedules, and journey times. The train is significantly slower but cheaper, taking twice as long as the plane. The plane is much faster, saving you several hours, though it costs more. Before you make your choice, you read the following message:“Scientific data have established that certain human activities emit greenhouse gases. According to some recognized experts, this is inducing dangerous climate change for the planet. An important part of these emissions is due to transport. The train is a travel mode that emits little CO2 while the plane is a travel mode that emits large quantities of CO2.”",Which mode of transport do you choose for your trip to Paris?,"Train (1), Plane (0)",863,863,434,429,1,0.302,,0.452,,0.311,0.0047,0.1766316389276761,0.4453683610723238,0.3870967741935484,0.7412587412587412,0.4876482233017355,0.4384544869221328,0.7312974454707757,2.0232583889116207e-25,0.0049449968148364,0.5934714623157193,0.869123428625832,0.3317972350230415,0.2727272727272727,0.4714020122727367,0.4458817503095778,-0.1287644862341692,0.0695445171954512,0.00464475599164,-0.2623408272308357,0.0048118547624971,0.0,0.8321678321678322,0.0,0.3741535116382378,2.2974009719040063,3.126361088983268e-135,0.0076931169028743,2.1254917173969328,2.46931022641108,0.532258064516129,0.6107226107226107,0.4995341642829395,0.4881556841222172,0.1587352681538654,0.0238216441698645,0.0046497482236451,0.0250871618158836,0.2923833744918472
Kesternich_1,Kesternich et al. (2019),The power of active choice: Field experimental evidence on repeated contribution decisions to a carbon offsetting program,2019,structure,default,natural_field,Green transportation,"You are purchasing a long-distance bus ticket online. During the booking process, you have the opportunity to offset the CO₂ emissions caused by your travel. For a small additional fee, you can support climate projects that reduce emissions and protect our environment. This small gesture reflects a big value: responsibility, care, and commitment to future generations. If you choose not to contribute, this trip will add avoidable emissions to the atmosphere — something we can all help prevent. You can choose “Yes” to offset, “No” to decline, or simply ignore the option and continue booking your ticket without making a choice about offsetting.","You are purchasing a long-distance bus ticket online. During the booking process, you have the opportunity to offset the CO₂ emissions caused by your travel. For a small additional fee, you can support climate projects that reduce emissions and protect our environment. This small gesture reflects a big value: responsibility, care, and commitment to future generations. If you choose not to contribute, this trip will add avoidable emissions to the atmosphere — something we can all help prevent. To complete your booking, you are required to actively choose “Yes” to offset or “No” to decline. You cannot proceed until you make this choice.",Did you want to offset your emissions?,"Yes (1), No (0)",9733,9733,4838,4895,1,0.177,,0.265,,0.213,0.0004,0.1738007203091989,0.2521992796908011,0.32,0.64,0.4712120714991611,0.4848732213850611,0.6520620026449679,0.002678574232102,0.0421259242764668,0.2497872167190709,1.054336788570865,0.34,0.48,0.4785181206984064,0.5046720495044484,0.2857188129406411,0.2224931108899527,0.040408176200341,-0.1082689341949297,0.679706560076212,0.26,0.46,0.4430874976934521,0.5034574339058886,0.4205691323709291,0.060792723530523,0.0408843919755161,0.0242665860971728,0.8168716786446854,0.0,0.04,0.0,0.1979486637221575,0.4027158415806616,0.4750505240539528,0.0408109002453001,0.0067696422962434,0.7986620408650797
Klotz_1,Klotz et al. (2010),Unintended anchors: Building rating systems and energy performance goals for U.S. buildings,2010,structure,default,artefactual_field,Energy conservation,"You have just answered several questions about the benefits and incentives for achieving a 30% reduction in energy use in building design. Now, you are asked to set an energy performance goal for a large building project.","You have just answered several questions about the benefits and incentives for achieving a 90% reduction in energy use in building design. Now, you are asked to set an energy performance goal for a large building project.","What percentage energy use, compared to a standard baseline building, would you suggest as a target?",Open-ended numerical response: “__%” energy use reduction (0–100).,76,52,20,32,0,29.0,17.6,54.0,20.0,1.3073,0.0977,0.6946740727149918,1.919925927285008,27.75,55.0,3.024026594146497,7.184212081070996,4.575149654626275,4.129636729524698e-23,0.2825191765598742,3.533379150719022,5.616920158533527,23.75,56.40625,3.5817519970568945,15.7210755911272,2.5970929969460173,2.2343086889589066e-13,0.1461047311037119,1.847923251131694,3.3462627427603406,26.15,63.28125,9.521582133017048,9.47061456942371,3.9126652591873374,9.099309566523528e-17,0.2284514368312646,2.975869237037528,4.849461281337149,17.5,41.875,3.8044295512634094,9.651174088696283,3.064886240626916,2.119430911572204e-16,0.1715723814229249,2.253043744815942,3.87672873643789
Klotz_2,Klotz et al. (2010),Unintended anchors: Building rating systems and energy performance goals for U.S. buildings,2010,structure,default,artefactual_field,Energy conservation,"You have just answered several questions about the benefits and incentives for reducing energy use in building design, without any specific percentage mentioned. Now, you are asked to set an energy performance goal for a large building project.","You have just answered several questions about the benefits and incentives for achieving a 90% reduction in energy use in building design. Now, you are asked to set an energy performance goal for a large building project.","What percentage energy use, compared to a standard baseline building, would you suggest as a target?",Open-ended numerical response: “__%” energy use reduction (0–100).,76,56,24,32,0,40.0,16.9,54.0,20.0,0.747,0.0779,0.1999628512321376,1.2940371487678624,27.291666666666668,54.84375,2.9411498293763576,9.958330521437494,3.5388859967761124,2.342705077920685e-17,0.1847355425432564,2.6964763699326704,4.381295623619555,21.875,56.25,4.6186060385283385,13.619246343602937,3.1976103684004644,2.937417271373214e-16,0.164208738703293,2.4033804849744995,3.991840251826429,23.541666666666668,62.8125,5.413181710591661,10.620848334989004,4.468436382147417,4.1840283695946e-23,0.2511927711425479,3.486119383210648,5.450753381084187,18.541666666666668,38.125,4.293363601477605,12.49193288073444,1.9839486553028145,3.5854967839733435e-10,0.108059990478076,1.3396598973796854,2.628237413225944
Kuester_1,Kuester et al. (2015),The role of defaults in preventing innovation rejection,2015,structure,default,artefactual_field,Other,You are choosing a battery for your new digital camera. You are given the choice between the traditional rechargeable battery (which you have used before) and a new USB cell (an innovative battery that can be recharged via USB without a separate charger). No battery is pre-selected for you.,"You are choosing a battery for your new digital camera. The camera automatically comes with the new USB cell (an innovative battery that can be recharged via USB without a separate charger), but you can choose to switch to the traditional rechargeable battery if you prefer.",Which battery would you choose for your new digital camera?,"USB cell (innovation) = 1, Traditional rechargeable battery (status quo) = 0",240,240,120,120,1,0.317,,0.9,,1.302,0.0202,1.0234367788489993,1.5805632211510008,0.775,0.975,0.4193332041878558,0.1567795647805321,0.6708716596346314,7.15111767906766e-06,0.0176043099660435,0.4108212187557671,0.9309221005134956,0.5083333333333333,0.95,0.5020267047926141,0.2188587664770719,1.103102076630562,4.2456287373673896e-14,0.0192017378988888,0.8315092095954661,1.374694943665658,0.0666666666666666,0.325,0.2504897164340596,0.4703386943415968,0.6909104013433379,1.0620999591452208e-06,0.0176611607972591,0.4304403993693512,0.9513804033173244,0.475,0.6083333333333333,0.5014684319429237,0.4901694670647866,0.2684195847613697,0.0519858596557542,0.0168167689030905,0.014252464074307,0.5225867054484323
Kuester_2,Kuester et al. (2015),The role of defaults in preventing innovation rejection,2015,structure,default,conventional_lab,Other,You are selecting a battery for a new lamp you have just received. You are given the option to choose between a traditional rechargeable battery (the familiar option) and a new USB cell (an innovative battery that charges via USB). No option is pre-selected for you.,"You are selecting a battery for a new lamp you have just received. The lamp automatically comes with the new USB cell (an innovative battery that charges via USB), but you can switch to a traditional rechargeable battery if you wish.",Which battery do you choose for your lamp?,"USB cell (innovation) = 1, Traditional rechargeable battery (status quo) = 0",65,65,34,31,1,0.5,,0.71,,0.4334,0.0631,-0.0589373351532456,0.9257373351532456,0.3235294117647059,0.967741935483871,0.4748580799338171,0.1796053020267749,1.5703386187770254,3.086562295715275e-07,0.0806387782806462,1.0137682763079117,2.126908961246139,0.3235294117647059,0.8387096774193549,0.4748580799338171,0.373878250552983,1.1049614301695148,8.19263362589457e-05,0.0710616735463364,0.5824860789252092,1.6274367814138202,0.0,0.6774193548387096,0.0,0.4751909633114915,1.933537872026866,2.583056528180734e-08,0.0904280500109512,1.34415206429755,2.5229236797561816,0.088235294117647,0.6774193548387096,0.2879022412812363,0.4751909633114914,1.3303464664171962,3.178720730235074e-06,0.0752838424582323,0.7925734839544071,1.8681194488799853
Larrick_1,Larrick & Soll (2008),The MPG illusion,2008,information,translation,artefactual_field,Other,"A town has 100 vehicles of Type A that get 15 miles per gallon (MPG) and 100 vehicles of Type B that get 34 MPG. Each vehicle is driven 10,000 miles per year. The town plans to replace some of the vehicles to reduce overall fuel consumption. You can choose to either replace the 100 Type A vehicles with new vehicles that get 19 MPG (option 1), or replace the 100 Type B vehicles with new vehicles that get 44 MPG (option 2). Please answer as an ordinary consumer, assuming you only judge which solution is more fuel-efficient based on the linear variation of MPG numbers, you often believe that the more MPG increases, the better.","A town has 100 vehicles of Type A that get 15 MPG (which equals 6.67 gallons per 100 miles) and 100 vehicles of Type B that get 34 MPG (2.94 gallons per 100 miles). Each vehicle is driven 10,000 miles per year. The town plans to replace some of the vehicles to reduce overall fuel consumption. You can choose to either replace the 100 Type A vehicles with vehicles that consume 5.26 gallons per 100 miles (option 1), or replace the 100 Type B vehicles with vehicles that consume 2.27 gallons per 100 miles (option 2).",Which option would you choose? ,"Please respond using a number: 1 = choose option 1, 0 = choose option 2.",171,171,78,93,1,0.25,,0.64,,0.8074,0.0255,0.4944188505233898,1.1203811494766105,0.7692307692307693,0.978494623655914,0.424052095644132,0.1458479422322764,0.7078302572959463,6.275217770689739e-05,0.0250381824929758,0.397696178240143,1.0179643363517497,0.5769230769230769,0.989247311827957,0.497245158098847,0.1036951694730426,1.2085729121051592,6.306925984590148e-11,0.0278441029921884,0.8815224954357137,1.5356233287746046,0.9230769230769232,0.1397849462365591,0.2681940937606047,0.3486432663371334,-1.8131488167960548,9.184504335251056e-24,0.0331857993312954,-2.1701948664352995,-1.45610276715681,0.5641025641025641,1.0,0.4990834089450873,0.0,1.442237366753471,4.4858721479555486e-12,0.0296552145073511,1.1047180556780298,1.779756677828912
Lofgren_1,Lofgren et al. (2012),Are experienced people affected by a pre-set default option: Results from a field experiment,2012,structure,default,natural_field,Energy conservation,"When you register online for the conference, you see an option asking if you want to pay a small fee to offset the CO₂ emissions from your flight. The option “No” is already selected for you, but you can choose to opt in if you wish.","When you register online for the conference, you see an option asking if you want to pay a fee to offset the CO₂ emissions from your flight.","Would you like to pay a small fee to offset the CO₂ emissions from your flight to the conference? Choose climate action today for a better tomorrow. One small action, one big step for the planet.","Yes (1), No (0)",240,160,80,80,1,0.393,,0.468,,0.1516,0.0251,-0.1589166926260528,0.4621166926260528,0.075,0.2,0.2650531353464097,0.4025236843413018,0.3724841850215408,0.038818912745703,0.0254335764627848,0.0599109349748301,0.6850574350682515,0.2875,0.35,0.455452202608308,0.4799789024899354,0.134269231594363,0.4973836279254827,0.0250563382079779,-0.1759772694710512,0.4445157326597772,0.1125,0.075,0.3179742048291164,0.2650531353464095,-0.1292701988152578,0.5875079901234885,0.0250522212009429,-0.439491210531651,0.1809508129011354,0.0,0.025,0.0,0.1571099751887112,0.3175604292915214,0.4767322870924166,0.0253151394570369,0.0057158113095263,0.6294050472735164
Lofgren_2,Lofgren et al. (2012),Are experienced people affected by a pre-set default option: Results from a field experiment,2012,structure,default,natural_field,Energy conservation,"When you register online for the conference, you see an option asking if you want to pay a small fee to offset the CO₂ emissions from your flight. The option “No” is already selected for you, but you can choose to opt in if you wish.","When you register online for the conference, you see an option asking if you want to pay a fee to offset the CO₂ emissions from your flight. The option “Yes” is already selected for you, but you can choose to opt out if you wish.","Would you like to pay a small fee to offset the CO₂ emissions from your flight to the conference? Choose climate action today for a better tomorrow. One small action, one big step for the planet.","Yes (1), No (0)",240,160,80,80,1,0.393,,0.432,,0.0792,0.025,-0.2306975161522808,0.3890975161522808,0.1375,0.5,0.3465471637582119,0.5031546054266276,0.8110343942875817,2.031299502728561e-06,0.0270555524647419,0.4886483048475507,1.1334204837276127,0.2375,0.7125,0.4282360049661486,0.4554522026083081,0.991676998706544,4.697731878810755e-09,0.0280731977180113,0.6632838912896181,1.3200701061234703,0.125,0.5,0.3328054892439216,0.5031546054266276,0.8480620789814811,7.565421174112979e-07,0.0272475290306449,0.5245342428732254,1.1715899150897369,0.0,0.25,0.0,0.4357446703305951,1.047197551196598,5.575776173232623e-06,0.0284269459726004,0.7167418925193081,1.3776532098738876
Marek_1,Marek (2018),Social learning under the labeling effect: Exploring travellers' behavior in social dilemmas,2018,structure,composition,conventional_lab,Green transportation,"You are participating in an experiment about commuting choices, and you will receive a certain amount of token budget that can be freely used for public or private transportation. Your goal is to maximize your satisfaction score through commuting options. In this round, you have obtained a unified budget of 60 tokens, which can be used for any type of transportation. Public transportation costs 2 tokens per trip, while private transportation costs 4 tokens per trip. After this round, you will see how many times other team members have chosen public or private transportation, as well as the total carbon emissions of your group, which will reduce your personal satisfaction score.","You are participating in an experiment about commuting choices, and you will receive a certain amount of token budget that can be freely used for public or private transportation. Your goal is to maximize your satisfaction score through commuting options. In this round, you have obtained 50 universal tokens, plus 30 additional tokens that can only be used for public transportation. The 30 public-transportation-only tokens cannot be used for private transportation and will expire if unused. Public transportation costs 2 tokens per trip, while private transportation costs 4 tokens per trip. After this round, you will see how many times other team members have chosen public or private transportation, as well as the total carbon emissions of your group, which will reduce your personal satisfaction score. Using your full token budget effectively — especially the dedicated public transportation tokens — can help maximize your score while lowering emissions.",How many times do you want to choose public transportation for this round?,Please output a number (0 to 30).,120,120,60,60,0,10.27667,2.236351,11.76502,2.350689,0.6487,0.0351,0.2815008651884324,1.0158991348115678,17.933333333333334,26.08333333333333,2.2614429671750096,6.181688833656884,1.7510207258719286,1.2017734726373041e-14,0.0461086399268044,1.3301591790931429,2.1718822726507145,16.016666666666666,28.916666666666668,2.541130581605038,3.805845934458743,3.986553734488167,2.0521476750071464e-40,0.0995525444915064,3.368146910334809,4.604960558641524,16.45,18.766666666666666,2.7210728193371807,3.0938247223185384,0.7951718716483864,2.880109800893273e-05,0.0359679096060866,0.4234606347746129,1.16688310852216,14.35,16.05,1.5384892435575792,2.2279046932115163,0.8879670878658448,4.073024960514835e-06,0.0366186897880539,0.512908173975531,1.2630260017561583
McCaul_1,McCaul & Kopp (1982),Effects of goal setting and commitment on increasing metal recycling,1982,assistance,commitment,framed_field,Energy conservation,You are told about the importance of conserving energy and are asked to collect aluminum cans for recycling over the next two weeks. The cans you collect will be donated to charity. ,"You are told about the importance of conserving energy and are asked to collect aluminum cans for recycling over the next two weeks. The cans you collect will be donated to charity. In addition, you are asked to make a public commitment to the project: your name will appear in the campus newspaper, associated with an ad stating that you believe it is important to conserve energy.",How many aluminum cans did you collect during the two-week period?,Please output the number of cans you collected,55,55,28,27,0,35.65,27.21,37.85,24.38,0.0851,0.0728,-0.4438,0.614,16.642857142857142,47.77777777777778,5.723339388557503,8.011210094579168,4.485926876421572,3.3415967214733746e-21,0.2556925949386082,3.494850403987136,5.477003348856009,23.321428571428573,21.07407407407408,9.58414420310025,9.042318992577778,-0.2410735062977718,0.3749735373668594,0.0732796539825836,-0.771639970719346,0.2894929581238022,16.071428571428573,18.37037037037037,6.229729031789731,9.111058995056284,0.2955791255593355,0.2820671867295831,0.0735455683828356,-0.2359491167638802,0.8271073678825512,28.107142857142858,39.81481481481482,13.05072521247109,8.60249086037579,1.055341521079382,0.0002682813707083,0.0828762838978149,0.4911023591935626,1.6195806829652013
McCaul_2,McCaul & Kopp (1982),Effects of goal setting and commitment on increasing metal recycling,1982,assistance,commitment,framed_field,Energy conservation,You are told about the importance of conserving energy and are asked to collect aluminum cans for recycling over the next two weeks. The cans you collect will be donated to charity.,"You are told about the importance of conserving energy and are asked to collect aluminum cans for recycling over the next two weeks. The cans you collect will be donated to charity. In addition, you are given a specific goal: you are asked to try to collect four cans per day (a total of 56 cans over two weeks).",How many aluminum cans did you collect during the two-week period?,Please output the number of cans you collected,65,65,37,28,0,27.56,26.81,45.57,35.44,0.5846,0.0654,0.0835,1.0857,15.783783783783784,21.964285714285715,7.446606740788179,14.42087515415206,0.5622979086249691,0.0454566100221793,0.0651734584185743,0.0619368822478397,1.0626589350020983,27.16216216216216,38.35714285714285,12.325478384931651,7.737423658280893,1.055625161382277,3.3300822908866466e-05,0.0713131933670308,0.5322259870500599,1.579024335714494,16.18918918918919,43.642857142857146,7.954166755152219,3.936667943496696,4.196645753120399,4.426335128716732e-25,0.1982169710273395,3.3240391225220263,5.069252383718772,29.864864864864863,35.392857142857146,15.206289199907754,4.416629230149815,0.4663816569178682,0.0417647858425772,0.0644144808175393,-0.0310573599645722,0.9638206738003088
Meng_1,Meng & Trudel (2017),Using emoticons to encourage students to recycle,2017,assistance,reminder,conventional_lab,Recycling or reuse,"You are asked to test a pair of scissors by cutting a sheet of paper along dotted lines. After completing a survey about the scissors, you leave the lab. In the hallway, you see two identical bins: one labeled “Trash” and one labeled “Recycling.”","You are asked to test a pair of scissors by cutting a sheet of paper along dotted lines. After completing a survey about the scissors, you leave the lab. In the hallway, you see two identical bins: one labeled “Trash” (with a large red frowny face sticker on the lid) and one labeled “Recycling” (with a large green smiling face sticker and the words “Thank you for recycling!”). A few sheets of paper are already visible in the Recycling bin.",Did you place the paper in the recycling bin or in the trash bin?,"Recycled (1), Trashed (0)",192,192,96,96,1,0.46,,0.62,,0.3225,0.0211,0.0377987862395981,0.6072012137604019,0.7916666666666666,0.875,0.4082482904638633,0.3324549831021843,0.2252354935694778,0.1752442454000022,0.0209654453842799,-0.0585564990963178,0.5090274862352735,0.8333333333333334,0.96875,0.3746343246326782,0.1749059897863932,0.4856474688777066,0.0037289236885417,0.0214475350625711,0.1986111946051671,0.772683743150246,0.1458333333333333,0.5729166666666666,0.3547917600261538,0.4972512161169887,0.9334895369418986,1.7838737044601381e-09,0.0231026112384895,0.6355839651189416,1.2313951087648558,0.5729166666666666,0.90625,0.4972512161169887,0.2930106877878258,0.8020725792950765,3.436163194397755e-07,0.0225086469334819,0.508021494779964,1.096123663810189
